slug,title,author,isbn,price,inventory,genre,format,description,image_url
"the-martian-a-novel-0593357132","The Martian: A Novel","Andy Weir","0593357132","5.29","50","Teen & Young Adult","Hardcover","The Martian: A Novel is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/31cDCzmCg2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-tattooist-of-auschwitz-a-novel-0062797158","The Tattooist of Auschwitz: A Novel","Heather Morris","0062797158","12.40","50","Genre Fiction","Hardcover","The Tattooist of Auschwitz: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41ZBK9+E0vL._SY344_BO1,204,203,200_.jpg"
"the-tattooist-of-auschwitz-young-adult-edition-including-new-foreword-and-q-a-by-the-author-the-heart-breaking-and-unforgettable-international-bestseller-1471408493","The Tattooist of Auschwitz: Young Adult edition - including new foreword and Q+A by the author: the heart-breaking and unforgettable international bestseller","Heather Morris","1471408493","12.28","50","Genre Fiction","Hardcover","The Tattooist of Auschwitz: Young Adult edition - including new foreword and Q+A by the author: the heart-breaking and unforgettable international bestseller is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51JyuQDaeKL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"can-t-hurt-me-master-your-mind-and-defy-the-odds-1544512279","Can't Hurt Me: Master Your Mind and Defy the Odds","David Goggins","1544512279","17.99","50","Self-Help","Hardcover","Can't Hurt Me: Master Your Mind and Defy the Odds is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41ApNA6CwTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"it-ends-with-us-a-novel-1501110365","It Ends with Us: A Novel","Colleen Hoover","1501110365","9.47","50","Women's Fiction","Mass Market Paperback","It Ends with Us: A Novel is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51irsfz72HL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"project-hail-mary-a-novel-0593135202","Project Hail Mary: A Novel","Andy Weir","0593135202","14.49","50","Action & Adventure","Paperback","Project Hail Mary: A Novel is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51T7PRuzilL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"project-hail-mary-mp3-cd-171363029x","Project Hail Mary MP3-CD","Andy Weir","171363029X","29.99","50","Mystery, Thriller & Suspense","Hardcover","Project Hail Mary MP3-CD is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51AbDA7kZGS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"project-hail-mary-a-novel-random-house-large-print-0593395565","Project Hail Mary: A Novel (Random House Large Print)","Andy Weir","0593395565","21.06","50","Action & Adventure","Hardcover","Project Hail Mary: A Novel (Random House Large Print) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51zHF8ESlHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"i-love-you-to-the-moon-and-back-made-with-love-1338629182","I Love You to the Moon and Back (Made With Love)","Sandra Magsamen","1338629182","7.99","50","Growing Up & Facts of Life","Board book","I Love You to the Moon and Back (Made With Love) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51EOewQhNiL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"i-love-you-to-the-moon-and-back-1589255518","I Love You to the Moon and Back","Amelia Hepworth","1589255518","4.28","50","Growing Up & Facts of Life","Hardcover","I Love You to the Moon and Back is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51p2SDOCV9L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-evening-and-the-morning-a-novel-kingsbridge-0451478010","The Evening and the Morning: A Novel (Kingsbridge)","Ken Follett","0451478010","14.62","50","Genre Fiction","Hardcover","The Evening and the Morning: A Novel (Kingsbridge) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51DMCz6Pw9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-ballad-of-songbirds-and-snakes-a-hunger-games-novel-1338635174","The Ballad of Songbirds and Snakes (A Hunger Games Novel)","Suzanne Collins","1338635174","13.99","50","Teen & Young Adult","Paperback","The Ballad of Songbirds and Snakes (A Hunger Games Novel) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/516xnRU0DvL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"12-rules-for-life-an-antidote-to-chaos-0141988517","12 Rules for Life: An Antidote to Chaos","Jordan B. Peterson","0141988517","17.63","50","Business & Money","Hardcover","12 Rules for Life: An Antidote to Chaos is a highly reviewed Amazon bestselling business & money title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41EATHVLJRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"if-you-tell-a-true-story-of-murder-family-secrets-and-the-unbreakable-bond-of-sisterhood-1542005221","If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood","Gregg Olsen","1542005221","20.95","50","Biographies & Memoirs","Paperback","If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41fIYy-k57L._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"dune-penguin-galaxy-9780143111580","Dune (Penguin Galaxy)","Frank Herbert","9780143111580","21.49","50","United States","Paperback","Dune (Penguin Galaxy) is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51CU7gd1yrL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"dune-dune-chronicles-book-1-0441013597","Dune (Dune Chronicles, Book 1)","Frank Herbert","0441013597","12.01","50","Science Fiction & Fantasy","Hardcover","Dune (Dune Chronicles, Book 1) is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41rxoi1jMQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dune-0441172717","Dune","Frank Herbert","0441172717","9.89","50","Science Fiction & Fantasy","Hardcover","Dune is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41+L9Q+rCLL._SY344_BO1,204,203,200_.jpg"
"dune-deluxe-edition-059309932x","Dune: Deluxe Edition","Frank Herbert","059309932X","31.99","50","Science Fiction & Fantasy","Paperback","Dune: Deluxe Edition is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41ti7jItpeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dune-movie-tie-in-0593438361","Dune (Movie Tie-In)","Frank Herbert","0593438361","8.24","50","Genre Fiction","Hardcover","Dune (Movie Tie-In) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/414rKYXtSXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dune-book-one-in-the-dune-chronicles-1427201439","Dune: Book One in the Dune Chronicles","Frank Herbert","1427201439","56.05","50","Science Fiction & Fantasy","Hardcover","Dune: Book One in the Dune Chronicles is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41dQu5Rv3bL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"love-you-forever-0920668364","Love You Forever","Sheila McGraw","0920668364","12.46","50","Classics","Paperback","Love You Forever is a highly reviewed Amazon bestselling classics title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61hTez002tL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"the-very-hungry-caterpillar-0399226907","The Very Hungry Caterpillar","Eric Carle","0399226907","5.06","50","Early Learning","Kindle","The Very Hungry Caterpillar is a highly reviewed Amazon bestselling early learning title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41w4B0f21VL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"verity-1538724731","Verity","Colleen Hoover","1538724731","13.08","50","Mystery, Thriller & Suspense","Hardcover","Verity is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41IXK1j+aFL._SY344_BO1,204,203,200_.jpg"
"troubled-blood-a-cormoran-strike-novel-5-0316498939","Troubled Blood (A Cormoran Strike Novel, 5)","Robert Galbraith","0316498939","14.50","50","Mystery, Thriller & Suspense","Paperback","Troubled Blood (A Cormoran Strike Novel, 5) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51OsB2f-lQL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"atomic-habits-an-easy-proven-way-to-build-good-habits-break-bad-ones-0735211299","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","James Clear","0735211299","11.98","50","Health, Fitness & Dieting","Paperback","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones is a highly reviewed Amazon bestselling health, fitness & dieting title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51j8IiHZUtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-invisible-life-of-addie-larue-0765387565","The Invisible Life of Addie LaRue","V. E. Schwab","0765387565","16.19","50","Action & Adventure","Paperback","The Invisible Life of Addie LaRue is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51FVPBt51ZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-invisible-life-of-addie-larue-special-edition-1250830745","The Invisible Life of Addie LaRue, Special Edition","V. E. Schwab","1250830745","19.88","50","Genre Fiction","Paperback","The Invisible Life of Addie LaRue, Special Edition is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51WlGsiFjHS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"ready-player-one-030788743x","Ready Player One","Ernest Cline","030788743X","18.99","50","Humor & Entertainment","Paperback","Ready Player One is a highly reviewed Amazon bestselling humor & entertainment title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/513bt3JnCeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"ready-player-one-a-novel-0307887448","Ready Player One: A Novel","Ernest Cline","0307887448","11.00","50","Humor & Entertainment","Hardcover","Ready Player One: A Novel is a highly reviewed Amazon bestselling humor & entertainment title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51slsl+ig2L._SY344_BO1,204,203,200_.jpg"
"carson-dellosa-first-words-flash-cards-double-sided-common-words-with-illustrations-basic-animals-food-objects-phonics-and-reading-readiness-practice-set-54-pc-0769647197","Carson Dellosa First Words Flash Cards—Double-Sided, Common Words With Illustrations, Basic Animals, Food, Objects, Phonics and Reading Readiness Practice Set (54 pc)","Brighter Child (Compiler)","0769647197","2.99","50","Early Learning","Hardcover","Carson Dellosa First Words Flash Cards—Double-Sided, Common Words With Illustrations, Basic Animals, Food, Objects, Phonics and Reading Readiness Practice Set (54 pc) is a highly reviewed Amazon bestselling early learning title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51iegaHiqjL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-man-called-ove-a-novel-9781476738024","A Man Called Ove: A Novel","Fredrik Backman","9781476738024","7.63","50","Genre Fiction","Hardcover","A Man Called Ove: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/416-+cDJ8uL._SY344_BO1,204,203,200_.jpg"
"the-giver-of-stars-a-novel-0399562486","The Giver of Stars: A Novel","Jojo Moyes","0399562486","15.99","50","Genre Fiction","Paperback","The Giver of Stars: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41sPrTyJpOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"born-a-crime-stories-from-a-south-african-childhood-0399588175","Born a Crime: Stories from a South African Childhood","Trevor Noah","0399588175","13.98","50","Biographies & Memoirs","Paperback","Born a Crime: Stories from a South African Childhood is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51r9P74XKvL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-goldfinch-a-novel-pulitzer-prize-for-fiction-9780316055437","The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt","9780316055437","29.99","50","LGBTQ+ Books","Paperback","The Goldfinch: A Novel (Pulitzer Prize for Fiction) is a highly reviewed Amazon bestselling lgbtq+ books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41zqDXuSQEL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-body-keeps-the-score-brain-mind-and-body-in-the-healing-of-trauma-0143127748","The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.","0143127748","11.40","50","Medical Books","Hardcover","The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma is a highly reviewed Amazon bestselling medical books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41D3enj6JVS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-seven-husbands-of-evelyn-hugo-a-novel-1501139231","The Seven Husbands of Evelyn Hugo: A Novel","Taylor Jenkins Reid","1501139231","22.49","50","Genre Fiction","Paperback","The Seven Husbands of Evelyn Hugo: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51us6hpcPtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dog-man-grime-and-punishment-a-graphic-novel-dog-man-9-from-the-creator-of-captain-underpants-9-1338535625","Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9)","Dav Pilkey","1338535625","6.48","50","Animals","Paperback","Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9) is a highly reviewed Amazon bestselling animals title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/510zJtTY7oL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-hunger-games-0439023483","The Hunger Games","Suzanne Collins","0439023483","20.82","50","Teen & Young Adult","Paperback","The Hunger Games is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41V56ye3PrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-hunger-games-book-1-9780439023528","The Hunger Games (Book 1)","Suzanne Collins","9780439023528","11.04","50","Growing Up & Facts of Life","Hardcover","The Hunger Games (Book 1) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41WAJbx1e2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"outlander-0385302304","Outlander","Diana Gabaldon","0385302304","15.99","50","Genre Fiction","Paperback","Outlander is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41gqTTYsSHL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"man-s-search-for-meaning-9780807000007","Man's Search for Meaning","Viktor E. Frankl","9780807000007","23.45","50","History","Hardcover","Man's Search for Meaning is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41VKDyqd6RL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"man-s-search-for-meaning-gift-edition-0807060100","Man's Search for Meaning, Gift Edition","Viktor E. Frankl","0807060100","14.35","50","History","Paperback","Man's Search for Meaning, Gift Edition is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51k5mrtvqQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"man-s-search-for-meaning-classic-editions-1846046386","Man's Search For Meaning: Classic Editions","Viktor E Frankl","1846046386","15.92","50","History","Hardcover","Man's Search For Meaning: Classic Editions is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/31chQ9vW-vL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"a-court-of-silver-flames-a-court-of-thorns-and-roses-5-168119628x","A Court of Silver Flames (A Court of Thorns and Roses, 5)","Sarah J. Maas","168119628X","16.84","50","Action & Adventure","Paperback","A Court of Silver Flames (A Court of Thorns and Roses, 5) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51jbLXlw5kL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"white-fragility-why-it-s-so-hard-for-white-people-to-talk-about-racism-0807047414","White Fragility: Why It's So Hard for White People to Talk About Racism","Dr. Robin DiAngelo (Author), Michael Eric Dyson (Foreword)","0807047414","8.16","50","History","Hardcover","White Fragility: Why It's So Hard for White People to Talk About Racism is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51O1xkNu14L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"player-s-handbook-dungeons-dragons-078696560","Player's Handbook (Dungeons & Dragons)","Wizards of the Coast","078696560","27.93","50","Humor & Entertainment","Hardcover","Player's Handbook (Dungeons & Dragons) is a highly reviewed Amazon bestselling humor & entertainment title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/81pViXqeVLL.__AC_SX342_SY445_QL70_FMwebp_.jpg"
