slug,title,author,isbn,price,inventory,genre,format,description,image_url
"six-of-crows-tv-tie-in-edition-book-1-1510109072","Six of Crows: TV tie-in edition: Book 1","Leigh Bardugo","1510109072","9.77","50","Teen & Young Adult","Hardcover","Six of Crows: TV tie-in edition: Book 1 is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51B5JMdrv7L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"house-of-earth-and-blood-crescent-city-1635577020","House of Earth and Blood (Crescent City)","Sarah J. Maas","1635577020","12.65","50","Action & Adventure","Hardcover","House of Earth and Blood (Crescent City) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51b2xFd9XsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"brave-new-world-0060850523","Brave New World","Aldous Huxley","0060850523","11.55","50","United States","Hardcover","Brave New World is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41-n-3hZMeL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"green-eggs-and-ham-0545002850","Green Eggs and Ham","Dr.Seuss","0545002850","8.12","50","Literature & Fiction","Paperback","Green Eggs and Ham is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41QZuBj-CPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"how-not-to-die-discover-the-foods-scientifically-proven-to-prevent-and-reverse-disease-1250066115","How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease","Michael Greger M.D. FACLMGene Stone","1250066115","17.01","50","Crafts, Hobbies & Home","Paperback","How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease is a highly reviewed Amazon bestselling crafts, hobbies & home title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51OZMrqpfOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"how-not-to-die-discover-the-foods-scientifically-proven-to-prevent-and-reverse-disease-1509852506","How Not To Die: Discover the foods scientifically proven to prevent and reverse disease","Greger","1509852506","16.10","50","Medical Books","Hardcover","How Not To Die: Discover the foods scientifically proven to prevent and reverse disease is a highly reviewed Amazon bestselling medical books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41XZnMi1GsL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"human-body-activity-book-for-kids-hands-on-fun-for-grades-k-3-1641522631","Human Body Activity Book for Kids: Hands-On Fun for Grades K-3","Ph.D., Katie Stokes, M.Ed.,","1641522631","5.39","50","Growing Up & Facts of Life","Spiral-bound","Human Body Activity Book for Kids: Hands-On Fun for Grades K-3 is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51OILgQ2vnL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"spilled-milk-based-on-a-true-story-0615835600","Spilled Milk: Based on a true story","K.L Randis","0615835600","19.99","50","Parenting & Relationships","Hardcover","Spilled Milk: Based on a true story is a highly reviewed Amazon bestselling parenting & relationships title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/31yVVMnWH7L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"god-gave-us-you-0307729915","God Gave Us You","Lisa Tawn BergrenLaura J. Bryant","0307729915","6.29","50","Literature & Fiction","Hardcover","God Gave Us You is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51OlZwbCdPL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-power-of-habit-why-we-do-what-we-do-in-life-and-business-081298160x","The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg","081298160X","10.95","50","Health, Fitness & Dieting","Hardcover","The Power of Habit: Why We Do What We Do in Life and Business is a highly reviewed Amazon bestselling health, fitness & dieting title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/517FwF49v+L._SY344_BO1,204,203,200_.jpg"
"me-elton-john-official-autobiography-1250147603","Me: Elton John Official Autobiography","Elton John","1250147603","15.14","50","Arts & Photography","Paperback","Me: Elton John Official Autobiography is a highly reviewed Amazon bestselling arts & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41TJxOmPRjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"me-1250770289","Me","Elton John","1250770289","17.99","50","Arts & Photography","Hardcover","Me is a highly reviewed Amazon bestselling arts & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51yXkcPs83L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"winter-garden-0312663153","Winter Garden","Kristin Hannah","0312663153","7.56","50","Genre Fiction","Hardcover","Winter Garden is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41jCByf6AjL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"words-of-radiance-the-stormlight-archive-book-2-the-stormlight-archive-2-0765326361","Words of Radiance (The Stormlight Archive, Book 2) (The Stormlight Archive, 2)","Brandon Sanderson","0765326361","25.96","50","Action & Adventure","Paperback","Words of Radiance (The Stormlight Archive, Book 2) (The Stormlight Archive, 2) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51hY0sdJnGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"words-of-radiance-book-two-of-the-stormlight-archive-the-stormlight-archive-2-0765365286","Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)","Brandon Sanderson","0765365286","9.89","50","Action & Adventure","Hardcover","Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51UJIGfdFFL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"daisy-jones-the-six-a-novel-1524798649","Daisy Jones & The Six: A Novel","Taylor Jenkins Reid","1524798649","10.16","50","Genre Fiction","Hardcover","Daisy Jones & The Six: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51iY+raaRaL._SY344_BO1,204,203,200_.jpg"
"the-great-gatsby-1640322795","The Great Gatsby","F Scott Fitzgerald","1640322795","10.97","50","Genre Fiction","Paperback","The Great Gatsby is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51+sVRf8fgL._SY344_BO1,204,203,200_.jpg"
"bushcraft-101-a-field-guide-to-the-art-of-wilderness-survival-1440579776","Bushcraft 101: A Field Guide to the Art of Wilderness Survival","Dave Canterbury","1440579776","10.39","50","Reference","Spiral-bound","Bushcraft 101: A Field Guide to the Art of Wilderness Survival is a highly reviewed Amazon bestselling reference title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41VrR-PJZQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"on-tyranny-twenty-lessons-from-the-twentieth-century-0804190119","On Tyranny: Twenty Lessons from the Twentieth Century","Timothy Snyder","0804190119","5.42","50","Politics & Social Sciences","Library Binding","On Tyranny: Twenty Lessons from the Twentieth Century is a highly reviewed Amazon bestselling politics & social sciences title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/31EWL7e8kKS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"killers-of-the-flower-moon-the-osage-murders-and-the-birth-of-the-fbi-0307742482","Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","David Grann","0307742482","9.16","50","Politics & Social Sciences","Hardcover","Killers of the Flower Moon: The Osage Murders and the Birth of the FBI is a highly reviewed Amazon bestselling politics & social sciences title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51PP3iTK8DL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"killers-of-the-flower-moon-adapted-for-young-readers-the-osage-murders-and-the-birth-of-the-fbi-0593377354","Killers of the Flower Moon: Adapted for Young Readers: The Osage Murders and the Birth of the FBI","David Grann","0593377354","21.99","50","Growing Up & Facts of Life","Paperback","Killers of the Flower Moon: Adapted for Young Readers: The Osage Murders and the Birth of the FBI is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51qINHta1WL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"lettering-and-modern-calligraphy-a-beginner-s-guide-learn-hand-lettering-and-brush-lettering-1948209004","Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering","Paper Peony Press","1948209004","6.99","50","Arts & Photography","Hardcover","Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering is a highly reviewed Amazon bestselling arts & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51zG2Nr0BkL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-madness-of-crowds-a-novel-chief-inspector-gamache-novel-17-1250145260","The Madness of Crowds: A Novel (Chief Inspector Gamache Novel, 17)","Louise Penny","1250145260","14.49","50","Mystery, Thriller & Suspense","Paperback","The Madness of Crowds: A Novel (Chief Inspector Gamache Novel, 17) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Z1TpSzCwS._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"a-thousand-splendid-suns-159448385x","A Thousand Splendid Suns","Khaled Hosseini","159448385X","9.96","50","Genre Fiction","Hardcover","A Thousand Splendid Suns is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51+ehSCgmuL._SY344_BO1,204,203,200_.jpg"
"american-dirt-the-richard-and-judy-book-club-pick-1472261402","American Dirt: The Richard and Judy Book Club pick","Jeanine Cummins","1472261402","16.12","50","Mystery, Thriller & Suspense","Hardcover","American Dirt: The Richard and Judy Book Club pick is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51mDKq5wLwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-invention-of-wings-0143121707","The Invention of Wings","Sue Monk Kidd","0143121707","12.71","50","Genre Fiction","Hardcover","The Invention of Wings is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41yzh9vopML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"what-alice-forgot-0425247449","What Alice Forgot","Liane Moriarty","0425247449","11.20","50","Genre Fiction","Hardcover","What Alice Forgot is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51kPibM67ML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"astrophysics-for-people-in-a-hurry-9780393609394","Astrophysics for People in a Hurry","Neil deGrasse Tyson","9780393609394","9.49","50","History","Kindle","Astrophysics for People in a Hurry is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51wSvLJG-rS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-one-and-only-ivan-0061992275","The One and Only Ivan","Katherine Applegate (Author), Patricia Castelao","0061992275","6.96","50","Arts, Music & Photography","Hardcover","The One and Only Ivan is a highly reviewed Amazon bestselling arts, music & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51oG306ACnL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"better-off-dead-a-jack-reacher-novel-0593452739","Better Off Dead: A Jack Reacher Novel","Lee Child","0593452739","36.14","50","Action & Adventure","Hardcover","Better Off Dead: A Jack Reacher Novel is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51N76XHEePL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"better-off-dead-a-jack-reacher-novel-1984818503","Better Off Dead A Jack Reacher Novel","Lee Child","1984818503","17.38","50","Action & Adventure","Paperback","Better Off Dead A Jack Reacher Novel is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/419bID3xmSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"salt-fat-acid-heat-mastering-the-elements-of-good-cooking-1476753830","Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin NosratWendy MacNaughton","1476753830","16.65","50","Cookbooks, Food & Wine","Kindle","Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking is a highly reviewed Amazon bestselling cookbooks, food & wine title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51jEmzNkNVL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"cilka-s-journey-125026569x","Cilka's Journey","Heather Morris","125026569X","9.84","50","Genre Fiction","Hardcover","Cilka's Journey is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41e2LCMBPdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-harbinger-the-ancient-mystery-that-holds-the-secret-of-america-s-future-9781616386108","The Harbinger: The Ancient Mystery that Holds the Secret of America's Future","Jonathan Cahn","9781616386108","11.49","50","Religion & Spirituality","Hardcover","The Harbinger: The Ancient Mystery that Holds the Secret of America's Future is a highly reviewed Amazon bestselling religion & spirituality title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51g7EZWjHCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dr-seuss-s-beginner-book-collection-cat-in-the-hat-one-fish-two-fish-green-eggs-and-ham-hop-on-pop-fox-in-socks-0375851569","Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)","Dr. Seuss","0375851569","26.47","50","Poetry","Hardcover","Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks) is a highly reviewed Amazon bestselling poetry title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51PWDGLykIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"tasha-s-cauldron-of-everything-d-d-rules-expansion-dungeons-dragons-0786967021","Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons)","Wizards RPG Team","0786967021","27.18","50","Science Fiction & Fantasy","Hardcover","Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons) is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51bFYSz-6hL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"mexican-gothic-0525620788","Mexican Gothic","Silvia Moreno-Garcia","0525620788","12.07","50","Genre Fiction","Paperback","Mexican Gothic is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41XPhFCGoOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"alexander-hamilton-1594200092","Alexander Hamilton","Ron Chernow","1594200092","17.99","50","Biographies & Memoirs","Paperback","Alexander Hamilton is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51HP0L+kR3L._SY344_BO1,204,203,200_.jpg"
"the-reckoning-a-novel-1984819585","The Reckoning: A Novel","John Grisham","1984819585","10.16","50","Mystery, Thriller & Suspense","Hardcover","The Reckoning: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51l7PJkcQEL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"hinch-yourself-happy-all-the-best-cleaning-tips-to-shine-your-sink-and-soothe-your-soul-0241399750","Hinch Yourself Happy: All The Best Cleaning Tips To Shine Your Sink And Soothe Your Soul","Mrs Hinch","0241399750","17.83","50","Crafts, Hobbies & Home","Kindle","Hinch Yourself Happy: All The Best Cleaning Tips To Shine Your Sink And Soothe Your Soul is a highly reviewed Amazon bestselling crafts, hobbies & home title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/310vGuY0NBL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"charlotte-s-web-006112495","Charlotte's Web","E. B WhiteGarth Williams","006112495","5.47","50","Animals","Paperback","Charlotte's Web is a highly reviewed Amazon bestselling animals title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61+3z1o4oUL._SY344_BO1,204,203,200_.jpg"
"charlotte-s-web-trophy-newbery-0064400557","Charlotte's Web (Trophy Newbery)","E. B. WhiteGarth Williams","0064400557","7.64","50","Contemporary","Hardcover","Charlotte's Web (Trophy Newbery) is a highly reviewed Amazon bestselling contemporary title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/5175Z5YYS7L._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-awakening-the-dragon-heart-legacy-book-1-the-dragon-heart-legacy-1-1250272610","The Awakening: The Dragon Heart Legacy, Book 1 (The Dragon Heart Legacy, 1)","Nora Roberts","1250272610","14.90","50","Science Fiction & Fantasy","Paperback","The Awakening: The Dragon Heart Legacy, Book 1 (The Dragon Heart Legacy, 1) is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51vfWRjaYoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-underground-railroad-a-novel-0345804325","The Underground Railroad: A Novel","Colson Whitehead","0345804325","13.01","50","United States","Hardcover","The Underground Railroad: A Novel is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51B4-CSCeaL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-underground-railroad-pulitzer-prize-winner-national-book-award-winner-oprah-s-book-club-a-novel-0385542364","The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","Colson Whitehead","0385542364","16.49","50","United States","Paperback","The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61HE7QKyt3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"wreck-this-journal-now-in-color-0143131664","Wreck This Journal: Now in Color","Keri Smith","0143131664","9.59","50","Crafts, Hobbies & Home","Spiral-bound","Wreck This Journal: Now in Color is a highly reviewed Amazon bestselling crafts, hobbies & home title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51KCTNWR6rL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"offer-from-a-gentleman-an-bridgerton-bridgertons-3-0063138646","Offer from a Gentleman, An: Bridgerton (Bridgertons, 3)","Julia Quinn","0063138646","13.58","50","Women's Fiction","Hardcover","Offer from a Gentleman, An: Bridgerton (Bridgertons, 3) is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51fXh9AYuEL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-last-flight-a-novel-1728215722","The Last Flight: A Novel","Julie Clark","1728215722","20.31","50","Mystery, Thriller & Suspense","Paperback","The Last Flight: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41CWiF9WANL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-last-flight-1728234220","The Last Flight","Julie Clark","1728234220","9.98","50","Mystery, Thriller & Suspense","Hardcover","The Last Flight is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41TTbDyaUFL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"devoted-1542019508","Devoted","Dean Koontz","1542019508","12.79","50","Action & Adventure","Paperback","Devoted is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51fGi5VtkzL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-rose-code-a-novel-0062943472","The Rose Code: A Novel","Kate Quinn","0062943472","13.49","50","Genre Fiction","Hardcover","The Rose Code: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51tXM4TLUxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"nine-perfect-strangers-1250069831","Nine Perfect Strangers","Liane Moriarty","1250069831","11.39","50","Humor & Entertainment","Hardcover","Nine Perfect Strangers is a highly reviewed Amazon bestselling humor & entertainment title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41p0RClfKwS._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"just-as-i-am-a-memoir-0062931067","Just as I Am: A Memoir","Cicely Tyson","0062931067","17.32","50","Biographies & Memoirs","Paperback","Just as I Am: A Memoir is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41SrQ9us8GL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-daily-stoic-366-meditations-on-wisdom-perseverance-and-the-art-of-living-0735211736","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living","Ryan HolidayStephen Hanselman","0735211736","20.56","50","Business & Money","Paperback","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living is a highly reviewed Amazon bestselling business & money title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41QOsSsYHML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-lord-of-the-rings-illustrated-edition-0358653037","The Lord of the Rings Illustrated Edition","J.R.R. Tolkien","0358653037","56.49","50","Science Fiction & Fantasy","Paperback","The Lord of the Rings Illustrated Edition is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41vN31PD7SL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-return-of-the-king-being-the-third-part-of-the-lord-of-the-rings-054792819x","The Return of the King: Being the Third Part of the Lord of the Rings","J.R.R. Tolkien","054792819X","12.14","50","United States","Hardcover","The Return of the King: Being the Third Part of the Lord of the Rings is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41ky3l8VUNL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-nickel-boys-a-novel-0345804341","The Nickel Boys: A Novel","Colson Whitehead","0345804341","10.88","50","Genre Fiction","Hardcover","The Nickel Boys: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41yoeWi986S._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-house-in-the-cerulean-sea-1250217288","The House in the Cerulean Sea","TJ Klune","1250217288","14.89","50","LGBTQ+ Books","Paperback","The House in the Cerulean Sea is a highly reviewed Amazon bestselling lgbtq+ books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51E5BR5V9nL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"house-in-the-cerulean-sea-1250217318","House in the Cerulean Sea","TJ Klune","1250217318","14.68","50","LGBTQ+ Books","Hardcover","House in the Cerulean Sea is a highly reviewed Amazon bestselling lgbtq+ books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Z3PbhDAPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"pachinko-national-book-award-finalist-9781455563920","Pachinko (National Book Award Finalist)","Min Jin Lee","9781455563920","13.16","50","Genre Fiction","Hardcover","Pachinko (National Book Award Finalist) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51mulp7HJ+L._SY344_BO1,204,203,200_.jpg"
"the-ultimate-instant-pot-cookbook-foolproof-quick-easy-800-instant-pot-recipes-for-beginners-and-advanced-users-pressure-cooker-recipes-1699451958","The Ultimate Instant Pot cookbook: Foolproof, Quick & Easy 800 Instant Pot Recipes for Beginners and Advanced Users (Pressure Cooker Recipes)","Simon Rush","1699451958","9.90","50","Cookbooks, Food & Wine","Spiral-bound","The Ultimate Instant Pot cookbook: Foolproof, Quick & Easy 800 Instant Pot Recipes for Beginners and Advanced Users (Pressure Cooker Recipes) is a highly reviewed Amazon bestselling cookbooks, food & wine title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Vf5z98lhL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"heaven-is-for-real-a-little-boy-s-astounding-story-of-his-trip-to-heaven-and-back-9780849946158","Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back","Todd BurpoLynn Vincent","9780849946158","9.58","50","Self-Help","Hardcover","Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41njy96u+LL._SY344_BO1,204,203,200_.jpg"
"wrecking-ball-diary-of-a-wimpy-kid-book-14-1419739034","Wrecking Ball (Diary of a Wimpy Kid Book 14)","Jeff Kinney","1419739034","7.75","50","Growing Up & Facts of Life","Paperback","Wrecking Ball (Diary of a Wimpy Kid Book 14) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51b9+nQk3RL._SY344_BO1,204,203,200_.jpg"
"the-night-circus-9780307744432","The Night Circus","Erin Morgenstern","9780307744432","12.00","50","Genre Fiction","Hardcover","The Night Circus is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/518f-dysfqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"school-zone-alphabet-flash-cards-ages-3-and-up-preschool-letter-picture-recognition-word-picture-recognition-alphabet-and-more-0938256866","School Zone - Alphabet Flash Cards - Ages 3 and Up, Preschool, Letter-Picture Recognition, Word-Picture Recognition, Alphabet, and More","School Zone","0938256866","2.99","50","Early Learning","Hardcover","School Zone - Alphabet Flash Cards - Ages 3 and Up, Preschool, Letter-Picture Recognition, Word-Picture Recognition, Alphabet, and More is a highly reviewed Amazon bestselling early learning title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41tpb+4VMSL._SY344_BO1,204,203,200_.jpg"
"and-then-there-were-none-agatha-christie-mysteries-collection-paperback-0062073478","And Then There Were None (Agatha Christie Mysteries Collection (Paperback))","Agatha Christie","0062073478","9.99","50","Mystery, Thriller & Suspense","Hardcover","And Then There Were None (Agatha Christie Mysteries Collection (Paperback)) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51BuT4UsvNL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"and-then-there-were-none-0062073486","And Then There Were None","Agatha Christie","0062073486","7.99","50","Mystery, Thriller & Suspense","Hardcover","And Then There Were None is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51MlxNgCsyL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"red-white-royal-blue-a-novel-1250316774","Red, White & Royal Blue: A Novel","Casey McQuiston","1250316774","9.97","50","United States","Library Binding","Red, White & Royal Blue: A Novel is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41hv25yqOCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-beginner-s-bible-timeless-children-s-stories-031075013x","The Beginner's Bible: Timeless Children's Stories","The Beginner's Bible","031075013X","7.67","50","Religions","Kindle","The Beginner's Bible: Timeless Children's Stories is a highly reviewed Amazon bestselling religions title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51e15NbxF0L._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"i-need-a-new-butt-0486787990","I Need a New Butt!","Dawn McMillan","0486787990","5.47","50","Literature & Fiction","Board book","I Need a New Butt! is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41qxa7joQsL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
